Stations: Seattle Duwamish Vly,
QMUs: Pm2.5 Nephelometer | Barometric Pressure | Light Scatter eco_9003_2 | Nitric Oxide (NO_CAPS) | Nitrogen Dioxide (NO2_CAPS) | NItrogen Oxides (NOx_CAPS) | Pm10 MetOne Bam | Pm2.5 Black Carbon_633 | Pm2.5 MetOne Bam | Pm2.5 Partisol  (daily) | Pm2.5 Partisol  (daily) collocated | Pm2.5 uv Absorbance_633 | Temperature | Visual Range | Wind Direction Sonic | Wind Speed Sonic,
Aggregates: 1-Hour Average,
Query Start Date: 5/20/2026 ,
Query End Date: 6/1/2026,
File Creation Date: 6/1/2026,
NOTE: PSCAA developed aggregates in 2017 using standards applicable at that time,,

Observation Time,Seattle Duwamish Vly - Pm25Neph - ug/m3 - 1Hr Avg,Seattle Duwamish Vly - AmbPres - kPa - 1Hr Avg,Seattle Duwamish Vly - LightScatEc2 - bscat10 e-4 - 1Hr Avg,Seattle Duwamish Vly - Pm10MetOneBam - ug/m3 - 1Hr Avg,Seattle Duwamish Vly - Pm25bc - ug/m3 - 1Hr Avg,Seattle Duwamish Vly - Pm25MetOneBam - ug/m3 - 1Hr Avg,Seattle Duwamish Vly - Pm25uv - ug/m3 - 1Hr Avg,Seattle Duwamish Vly - Temp - degF - 1Hr Avg,Seattle Duwamish Vly - VisualRange - miles - 1Hr Avg,Seattle Duwamish Vly - WD Sonic - deg(frm N) - 1Hr Avg,Seattle Duwamish Vly - WS Sonic - mph - 1Hr Avg
5/25/2026 2:00:00 PM,2.2000000000,1009.0000000000,0.0780000000,4.9000000000,0.1700000000,3.9000000000,0.2210000000,56.0000000000,114.0000000000,185.0000000000,6.3000000000
5/25/2026 3:00:00 PM,2.4000000000,1009.0000000000,0.0830000000,3.2000000000,0.2400000000,4.9000000000,0.2930000000,56.0000000000,112.0000000000,174.0000000000,5.4000000000
5/25/2026 4:00:00 PM,2.6000000000,1009.0000000000,0.0910000000,4.3000000000,0.2050000000,4.1000000000,0.2850000000,56.0000000000,108.0000000000,174.0000000000,5.3000000000
5/25/2026 5:00:00 PM,2.8000000000,1008.0000000000,0.0990000000,6.1000000000,0.2070000000,4.1000000000,0.3090000000,57.0000000000,104.0000000000,183.0000000000,4.9000000000
5/25/2026 6:00:00 PM,2.4000000000,1008.0000000000,0.0830000000,7.4000000000,0.1490000000,4.8000000000,0.2150000000,57.0000000000,113.0000000000,179.0000000000,5.3000000000
5/25/2026 7:00:00 PM,1.4000000000,1008.0000000000,0.0490000000,7.4000000000,0.0890000000,2.6000000000,0.1210000000,56.0000000000,132.0000000000,167.0000000000,4.2000000000
5/25/2026 8:00:00 PM,1.6000000000,1009.0000000000,0.0540000000,5.5000000000,0.1920000000,2.7000000000,0.2640000000,56.0000000000,129.0000000000,177.0000000000,3.7000000000
5/25/2026 9:00:00 PM,1.9000000000,1010.0000000000,0.0660000000,3.7000000000,0.2630000000,4.5000000000,0.3600000000,55.0000000000,121.0000000000,164.0000000000,3.4000000000
5/25/2026 10:00:00 PM,1.8000000000,1010.0000000000,0.0640000000,3.2000000000,0.1380000000,4.7000000000,0.1840000000,55.0000000000,123.0000000000,169.0000000000,3.1000000000
5/25/2026 11:00:00 PM,2.0000000000,1010.0000000000,0.0690000000,5.5000000000,0.1060000000,3.4000000000,0.1350000000,54.0000000000,119.0000000000,186.0000000000,2.6000000000
5/26/2026 12:00:00 AM,2.4000000000,1010.0000000000,0.0860000000,12.9000000000,0.0620000000,0.7000000000,0.0880000000,53.0000000000,110.0000000000,206.0000000000,4.5000000000
5/26/2026 1:00:00 AM,2.3000000000,1010.0000000000,0.0810000000,13.1000000000,0.0730000000,3.1000000000,0.0970000000,53.0000000000,113.0000000000,184.0000000000,2.9000000000
5/26/2026 2:00:00 AM,2.3000000000,1011.0000000000,0.0810000000,10.3000000000,0.1680000000,5.2000000000,0.1880000000,53.0000000000,113.0000000000,216.0000000000,3.2000000000
5/26/2026 3:00:00 AM,2.0000000000,1011.0000000000,0.0710000000,5.4000000000,0.0910000000,4.3000000000,0.1050000000,52.0000000000,118.0000000000,206.0000000000,3.5000000000
5/26/2026 4:00:00 AM,2.1000000000,1012.0000000000,0.0740000000,3.6000000000,0.1620000000,4.3000000000,0.1710000000,52.0000000000,117.0000000000,212.0000000000,3.0000000000
5/26/2026 5:00:00 AM,3.7000000000,1012.0000000000,0.1290000000,15.4000000000,0.6810000000,4.0000000000,0.7380000000,52.0000000000,93.0000000000,181.0000000000,1.3000000000
5/26/2026 6:00:00 AM,3.6000000000,1013.0000000000,0.1260000000,12.3000000000,1.2790000000,4.7000000000,1.2990000000,53.0000000000,93.0000000000,175.0000000000,2.3000000000
5/26/2026 7:00:00 AM,2.3000000000,1014.0000000000,0.0800000000,7.2000000000,0.5960000000,3.9000000000,0.6210000000,53.0000000000,114.0000000000,223.0000000000,2.9000000000
5/26/2026 8:00:00 AM,1.6000000000,1014.0000000000,0.0550000000,2.7000000000,0.3030000000,2.1000000000,0.3140000000,53.0000000000,128.0000000000,252.0000000000,2.1000000000
5/26/2026 9:00:00 AM,1.4000000000,1015.0000000000,0.0480000000,2.9000000000,0.2090000000,3.0000000000,0.2110000000,53.0000000000,133.0000000000,284.0000000000,1.9000000000
5/26/2026 10:00:00 AM,1.7000000000,1015.0000000000,0.0610000000,3.4000000000,0.3730000000,2.1000000000,0.3890000000,55.0000000000,125.0000000000,265.0000000000,2.0000000000
5/26/2026 11:00:00 AM,2.1000000000,1015.0000000000,0.0740000000,5.8000000000,0.3440000000,2.0000000000,0.3840000000,56.0000000000,116.0000000000,328.0000000000,4.7000000000
5/26/2026 12:00:00 PM,2.5000000000,1015.0000000000,0.0870000000,5.0000000000,0.3180000000,2.1000000000,0.3670000000,58.0000000000,110.0000000000,306.0000000000,4.8000000000
5/26/2026 1:00:00 PM,2.2000000000,1015.0000000000,0.0760000000,7.4000000000,0.3050000000,2.6000000000,0.3230000000,61.0000000000,115.0000000000,315.0000000000,5.3000000000
5/26/2026 2:00:00 PM,2.1000000000,1014.0000000000,0.0730000000,9.1000000000,0.3500000000,1.3000000000,0.3690000000,63.0000000000,117.0000000000,313.0000000000,5.6000000000
5/26/2026 3:00:00 PM,1.8000000000,1014.0000000000,0.0620000000,9.4000000000,0.2210000000,-0.6000000000,0.2320000000,65.0000000000,124.0000000000,306.0000000000,6.2000000000
5/26/2026 4:00:00 PM,1.7000000000,1014.0000000000,0.0610000000,9.1000000000,0.1930000000,2.0000000000,0.2130000000,64.0000000000,124.0000000000,324.0000000000,6.5000000000
5/26/2026 5:00:00 PM,1.8000000000,1014.0000000000,0.0620000000,4.7000000000,0.1980000000,2.6000000000,0.2300000000,65.0000000000,124.0000000000,356.0000000000,3.6000000000
5/26/2026 6:00:00 PM,2.1000000000,1014.0000000000,0.0720000000,7.0000000000,0.2400000000,3.3000000000,0.3260000000,64.0000000000,118.0000000000,330.0000000000,4.9000000000
5/26/2026 7:00:00 PM,2.4000000000,1014.0000000000,0.0830000000,7.4000000000,0.3610000000,4.0000000000,0.4160000000,62.0000000000,112.0000000000,320.0000000000,5.5000000000
5/26/2026 8:00:00 PM,2.5000000000,1015.0000000000,0.0890000000,5.1000000000,0.3860000000,5.8000000000,0.4620000000,61.0000000000,109.0000000000,311.0000000000,3.1000000000
5/26/2026 9:00:00 PM,2.3000000000,1015.0000000000,0.0800000000,8.3000000000,0.4320000000,6.2000000000,0.5030000000,59.0000000000,113.0000000000,290.0000000000,1.4000000000
5/26/2026 10:00:00 PM,2.1000000000,1015.0000000000,0.0730000000,8.5000000000,0.2940000000,3.1000000000,0.3540000000,60.0000000000,117.0000000000,44.0000000000,1.9000000000
5/26/2026 11:00:00 PM,2.1000000000,1015.0000000000,0.0730000000,7.0000000000,0.2560000000,6.2000000000,0.3300000000,58.0000000000,117.0000000000,21.0000000000,1.4000000000
5/27/2026 12:00:00 AM,2.4000000000,1015.0000000000,0.0830000000,5.9000000000,0.3930000000,5.7000000000,0.4860000000,55.0000000000,112.0000000000,290.0000000000,0.6000000000
5/27/2026 1:00:00 AM,2.6000000000,1015.0000000000,0.0900000000,6.8000000000,0.4740000000,3.1000000000,0.5370000000,53.0000000000,108.0000000000,261.0000000000,0.7000000000
5/27/2026 2:00:00 AM,2.6000000000,1015.0000000000,0.0900000000,9.3000000000,0.4260000000,6.7000000000,0.5150000000,53.0000000000,108.0000000000,265.0000000000,1.4000000000
5/27/2026 3:00:00 AM,2.8000000000,1015.0000000000,0.0980000000,10.5000000000,0.3620000000,5.9000000000,0.4600000000,52.0000000000,104.0000000000,232.0000000000,0.7000000000
5/27/2026 4:00:00 AM,4.5000000000,1015.0000000000,0.1590000000,26.1000000000,0.6880000000,6.4000000000,0.8250000000,51.0000000000,84.0000000000,243.0000000000,0.7000000000
5/27/2026 5:00:00 AM,7.2000000000,1015.0000000000,0.2560000000,38.5000000000,1.3840000000,8.3000000000,1.6930000000,54.0000000000,63.0000000000,150.0000000000,0.8000000000
5/27/2026 6:00:00 AM,9.2000000000,1015.0000000000,0.3250000000,50.5000000000,1.8340000000,12.5000000000,2.2300000000,59.0000000000,53.0000000000,73.0000000000,1.3000000000
5/27/2026 7:00:00 AM,5.7000000000,1015.0000000000,0.2010000000,19.8000000000,1.6460000000,8.1000000000,1.8330000000,62.0000000000,72.0000000000,3.0000000000,3.1000000000
5/27/2026 8:00:00 AM,3.9000000000,1015.0000000000,0.1390000000,16.2000000000,0.9820000000,6.3000000000,1.0910000000,64.0000000000,89.0000000000,343.0000000000,3.5000000000
5/27/2026 9:00:00 AM,2.5000000000,1014.0000000000,0.0880000000,19.0000000000,0.4020000000,5.4000000000,0.4430000000,66.0000000000,109.0000000000,292.0000000000,3.5000000000
5/27/2026 10:00:00 AM,3.2000000000,1014.0000000000,0.1130000000,15.8000000000,0.4740000000,5.0000000000,0.5270000000,68.0000000000,98.0000000000,283.0000000000,3.4000000000
5/27/2026 11:00:00 AM,3.0000000000,1013.0000000000,0.1060000000,13.5000000000,0.4330000000,5.8000000000,0.4870000000,70.0000000000,101.0000000000,320.0000000000,4.9000000000
5/27/2026 12:00:00 PM,3.3000000000,1013.0000000000,0.1150000000,30.2000000000,0.3840000000,6.3000000000,0.4380000000,71.0000000000,98.0000000000,324.0000000000,6.0000000000
5/27/2026 1:00:00 PM,3.7000000000,1012.0000000000,0.1310000000,38.7000000000,0.4820000000,4.7000000000,0.5630000000,73.0000000000,92.0000000000,311.0000000000,6.8000000000
5/27/2026 2:00:00 PM,3.4000000000,1012.0000000000,0.1180000000,20.7000000000,0.3750000000,4.9000000000,0.4040000000,74.0000000000,96.0000000000,310.0000000000,6.7000000000
5/27/2026 3:00:00 PM,3.2000000000,1011.0000000000,0.1140000000,11.3000000000,0.3650000000,3.3000000000,0.3970000000,74.0000000000,98.0000000000,307.0000000000,6.5000000000
5/27/2026 4:00:00 PM,3.1000000000,1010.0000000000,0.1080000000,12.8000000000,0.3160000000,3.5000000000,0.3400000000,74.0000000000,100.0000000000,306.0000000000,6.7000000000
5/27/2026 5:00:00 PM,2.9000000000,1010.0000000000,0.1030000000,10.9000000000,0.3150000000,2.3000000000,0.3380000000,74.0000000000,102.0000000000,306.0000000000,5.7000000000
5/27/2026 6:00:00 PM,3.0000000000,1010.0000000000,0.1070000000,7.6000000000,0.2720000000,5.9000000000,0.3060000000,73.0000000000,100.0000000000,314.0000000000,4.6000000000
5/27/2026 7:00:00 PM,3.1000000000,1010.0000000000,0.1110000000,8.9000000000,0.3000000000,5.8000000000,0.3370000000,70.0000000000,99.0000000000,318.0000000000,4.8000000000
5/27/2026 8:00:00 PM,3.2000000000,1010.0000000000,0.1110000000,12.9000000000,0.3790000000,4.9000000000,0.4330000000,68.0000000000,99.0000000000,314.0000000000,5.6000000000
5/27/2026 9:00:00 PM,3.2000000000,1011.0000000000,0.1130000000,12.8000000000,0.3520000000,4.2000000000,0.4010000000,67.0000000000,98.0000000000,316.0000000000,4.1000000000
5/27/2026 10:00:00 PM,5.1000000000,1011.0000000000,0.1810000000,10.7000000000,0.8780000000,6.0000000000,0.9140000000,65.0000000000,79.0000000000,325.0000000000,4.9000000000
5/27/2026 11:00:00 PM,4.3000000000,1011.0000000000,0.1520000000,14.9000000000,0.5830000000,3.9000000000,0.7260000000,62.0000000000,85.0000000000,309.0000000000,1.9000000000
5/28/2026 12:00:00 AM,4.7000000000,1011.0000000000,0.1650000000,14.0000000000,0.4900000000,2.0000000000,0.6950000000,60.0000000000,81.0000000000,247.0000000000,0.9000000000
5/28/2026 1:00:00 AM,5.9000000000,1011.0000000000,0.2090000000,15.0000000000,1.0730000000,4.6000000000,1.3520000000,59.0000000000,72.0000000000,342.0000000000,1.7000000000
5/28/2026 2:00:00 AM,4.9000000000,1011.0000000000,0.1720000000,16.5000000000,0.7770000000,10.7000000000,0.9360000000,58.0000000000,79.0000000000,267.0000000000,1.1000000000
5/28/2026 3:00:00 AM,5.6000000000,1011.0000000000,0.1970000000,26.9000000000,0.7400000000,11.7000000000,0.8620000000,57.0000000000,73.0000000000,266.0000000000,0.9000000000
5/28/2026 4:00:00 AM,8.4000000000,1011.0000000000,0.2990000000,47.6000000000,1.2530000000,11.6000000000,1.4280000000,56.0000000000,57.0000000000,221.0000000000,0.9000000000
5/28/2026 5:00:00 AM,8.1000000000,1010.0000000000,0.2870000000,41.0000000000,1.9570000000,11.8000000000,2.1320000000,60.0000000000,57.0000000000,330.0000000000,1.4000000000
5/28/2026 6:00:00 AM,9.7000000000,1010.0000000000,0.3430000000,38.8000000000,2.1390000000,14.9000000000,2.5180000000,65.0000000000,51.0000000000,114.0000000000,1.5000000000
5/28/2026 7:00:00 AM,8.7000000000,1010.0000000000,0.3080000000,20.7000000000,1.4840000000,13.5000000000,1.7430000000,68.0000000000,55.0000000000,161.0000000000,1.9000000000
5/28/2026 8:00:00 AM,11.4000000000,1010.0000000000,0.4040000000,53.1000000000,2.7050000000,17.2000000000,2.8560000000,71.0000000000,45.0000000000,358.0000000000,3.2000000000
5/28/2026 9:00:00 AM,8.1000000000,1009.0000000000,0.2870000000,38.6000000000,1.5260000000,12.8000000000,1.6600000000,73.0000000000,59.0000000000,347.0000000000,3.8000000000
5/28/2026 10:00:00 AM,5.1000000000,1009.0000000000,0.1800000000,18.4000000000,0.8350000000,7.8000000000,0.8370000000,74.0000000000,78.0000000000,296.0000000000,4.0000000000
5/28/2026 11:00:00 AM,4.3000000000,1008.0000000000,0.1510000000,13.8000000000,0.4080000000,4.3000000000,0.5160000000,78.0000000000,85.0000000000,314.0000000000,3.4000000000
5/28/2026 12:00:00 PM,4.4000000000,1008.0000000000,0.1540000000,11.9000000000,0.4950000000,2.8000000000,0.6120000000,80.0000000000,84.0000000000,345.0000000000,5.0000000000
5/28/2026 1:00:00 PM,4.7000000000,1007.0000000000,0.1650000000,20.1000000000,0.5910000000,3.7000000000,0.7100000000,81.0000000000,81.0000000000,340.0000000000,5.2000000000
5/28/2026 2:00:00 PM,5.3000000000,1006.0000000000,0.1880000000,16.0000000000,0.5560000000,7.7000000000,0.6310000000,82.0000000000,76.0000000000,335.0000000000,4.2000000000
5/28/2026 3:00:00 PM,5.7000000000,1006.0000000000,0.2010000000,15.5000000000,1.3320000000,7.7000000000,1.0900000000,82.0000000000,72.0000000000,345.0000000000,4.6000000000
5/28/2026 4:00:00 PM,4.7000000000,1006.0000000000,0.1670000000,13.2000000000,0.8120000000,8.5000000000,0.8050000000,81.0000000000,80.0000000000,301.0000000000,2.4000000000
5/28/2026 5:00:00 PM,5.5000000000,1006.0000000000,0.1940000000,17.2000000000,1.1680000000,9.3000000000,1.2410000000,80.0000000000,74.0000000000,280.0000000000,1.8000000000
5/28/2026 6:00:00 PM,5.3000000000,1006.0000000000,0.1880000000,13.1000000000,0.5480000000,6.1000000000,0.5940000000,77.0000000000,75.0000000000,280.0000000000,2.4000000000
5/28/2026 7:00:00 PM,5.9000000000,1006.0000000000,0.2090000000,16.1000000000,0.3250000000,8.4000000000,0.3760000000,71.0000000000,71.0000000000,239.0000000000,4.5000000000
5/28/2026 8:00:00 PM,7.4000000000,1007.0000000000,0.2620000000,13.8000000000,0.2600000000,6.2000000000,0.2870000000,65.0000000000,61.0000000000,235.0000000000,3.0000000000
5/28/2026 9:00:00 PM,5.4000000000,1008.0000000000,0.1910000000,16.7000000000,0.2440000000,2.6000000000,0.2780000000,65.0000000000,75.0000000000,196.0000000000,5.5000000000
5/28/2026 10:00:00 PM,3.7000000000,1010.0000000000,0.1290000000,18.9000000000,0.1360000000,3.2000000000,0.1540000000,62.0000000000,92.0000000000,186.0000000000,5.8000000000
5/28/2026 11:00:00 PM,2.9000000000,1010.0000000000,0.1030000000,18.5000000000,0.0790000000,3.6000000000,0.0890000000,61.0000000000,102.0000000000,184.0000000000,6.6000000000
5/29/2026 12:00:00 AM,2.8000000000,1010.0000000000,0.0990000000,8.7000000000,0.1000000000,4.8000000000,0.1130000000,59.0000000000,104.0000000000,174.0000000000,4.9000000000
5/29/2026 1:00:00 AM,2.2000000000,1010.0000000000,0.0770000000,7.7000000000,0.0550000000,4.8000000000,0.0570000000,58.0000000000,115.0000000000,197.0000000000,5.4000000000
5/29/2026 2:00:00 AM,2.0000000000,1011.0000000000,0.0710000000,7.0000000000,0.0540000000,3.2000000000,0.0550000000,56.0000000000,118.0000000000,193.0000000000,5.2000000000
5/29/2026 3:00:00 AM,3.0000000000,1012.0000000000,0.1070000000,11.3000000000,0.0850000000,4.3000000000,0.0830000000,55.0000000000,101.0000000000,198.0000000000,5.1000000000
5/29/2026 4:00:00 AM,4.0000000000,1012.0000000000,0.1430000000,11.4000000000,0.1320000000,6.4000000000,0.1300000000,55.0000000000,87.0000000000,187.0000000000,3.3000000000
5/29/2026 5:00:00 AM,3.9000000000,1013.0000000000,0.1380000000,8.4000000000,0.2250000000,4.4000000000,0.2360000000,54.0000000000,89.0000000000,178.0000000000,2.7000000000
5/29/2026 6:00:00 AM,5.3000000000,1014.0000000000,0.1870000000,16.4000000000,0.3760000000,6.1000000000,0.4030000000,54.0000000000,75.0000000000,179.0000000000,3.9000000000
5/29/2026 7:00:00 AM,4.9000000000,1014.0000000000,0.1730000000,12.5000000000,0.5850000000,4.9000000000,0.6010000000,54.0000000000,80.0000000000,178.0000000000,4.3000000000
5/29/2026 8:00:00 AM,3.8000000000,1015.0000000000,0.1350000000,10.5000000000,0.3950000000,7.3000000000,0.4090000000,53.0000000000,90.0000000000,185.0000000000,6.4000000000
5/29/2026 9:00:00 AM,5.7000000000,1016.0000000000,0.2000000000,12.3000000000,0.4090000000,7.6000000000,0.4160000000,53.0000000000,72.0000000000,185.0000000000,6.1000000000
5/29/2026 10:00:00 AM,6.4000000000,1017.0000000000,0.2280000000,14.0000000000,0.4470000000,5.8000000000,0.4610000000,52.0000000000,67.0000000000,179.0000000000,5.8000000000
5/29/2026 11:00:00 AM,6.4000000000,1018.0000000000,0.2250000000,16.7000000000,0.3410000000,7.0000000000,0.4320000000,53.0000000000,67.0000000000,165.0000000000,5.1000000000
5/29/2026 12:00:00 PM,7.1000000000,1018.0000000000,0.2530000000,18.5000000000,0.4700000000,7.3000000000,0.5630000000,54.0000000000,62.0000000000,138.0000000000,5.1000000000
5/29/2026 1:00:00 PM,7.1000000000,1019.0000000000,0.2500000000,16.4000000000,0.3460000000,5.0000000000,0.3870000000,56.0000000000,63.0000000000,88.0000000000,3.6000000000
5/29/2026 2:00:00 PM,7.5000000000,1019.0000000000,0.2660000000,16.3000000000,0.3090000000,4.6000000000,0.3610000000,58.0000000000,61.0000000000,44.0000000000,3.5000000000
5/29/2026 3:00:00 PM,7.7000000000,1019.0000000000,0.2740000000,17.2000000000,0.5980000000,4.5000000000,0.6530000000,60.0000000000,59.0000000000,353.0000000000,3.8000000000
5/29/2026 4:00:00 PM,7.4000000000,1019.0000000000,0.2610000000,10.9000000000,0.5150000000,6.8000000000,0.5540000000,59.0000000000,61.0000000000,357.0000000000,3.9000000000
5/29/2026 5:00:00 PM,5.9000000000,1019.0000000000,0.2080000000,10.0000000000,0.3210000000,6.1000000000,0.3590000000,59.0000000000,71.0000000000,10.0000000000,5.4000000000
5/29/2026 6:00:00 PM,4.7000000000,1020.0000000000,0.1670000000,7.3000000000,0.2980000000,5.4000000000,0.3540000000,58.0000000000,80.0000000000,11.0000000000,5.7000000000
5/29/2026 7:00:00 PM,4.9000000000,1020.0000000000,0.1720000000,10.7000000000,0.2470000000,7.2000000000,0.2960000000,57.0000000000,79.0000000000,10.0000000000,5.6000000000
5/29/2026 8:00:00 PM,5.7000000000,1021.0000000000,0.2010000000,14.2000000000,0.3470000000,9.2000000000,0.4080000000,56.0000000000,72.0000000000,9.0000000000,4.9000000000
5/29/2026 9:00:00 PM,5.5000000000,1022.0000000000,0.1930000000,11.0000000000,0.4250000000,7.4000000000,0.5230000000,53.0000000000,74.0000000000,2.0000000000,3.5000000000
5/29/2026 10:00:00 PM,5.1000000000,1022.0000000000,0.1820000000,9.0000000000,0.2580000000,5.2000000000,0.3370000000,52.0000000000,77.0000000000,40.0000000000,3.2000000000
5/29/2026 11:00:00 PM,4.3000000000,1022.0000000000,0.1520000000,14.6000000000,0.2040000000,5.6000000000,0.2620000000,52.0000000000,84.0000000000,77.0000000000,3.1000000000
5/30/2026 12:00:00 AM,4.0000000000,1023.0000000000,0.1410000000,10.6000000000,0.1950000000,3.8000000000,0.2620000000,52.0000000000,88.0000000000,94.0000000000,2.7000000000
5/30/2026 1:00:00 AM,3.3000000000,1023.0000000000,0.1170000000,9.9000000000,0.1240000000,-0.4000000000,0.1610000000,51.0000000000,96.0000000000,108.0000000000,1.9000000000
5/30/2026 2:00:00 AM,2.8000000000,1023.0000000000,0.0990000000,10.1000000000,0.1360000000,5.3000000000,0.1580000000,51.0000000000,104.0000000000,101.0000000000,2.8000000000
5/30/2026 3:00:00 AM,2.6000000000,1023.0000000000,0.0910000000,7.4000000000,0.1440000000,6.6000000000,0.1620000000,51.0000000000,107.0000000000,98.0000000000,3.2000000000
5/30/2026 4:00:00 AM,3.6000000000,1024.0000000000,0.1280000000,6.9000000000,0.4200000000,4.8000000000,0.4840000000,49.0000000000,92.0000000000,140.0000000000,2.2000000000
5/30/2026 5:00:00 AM,4.7000000000,1024.0000000000,0.1640000000,11.4000000000,0.5940000000,5.5000000000,0.7050000000,50.0000000000,81.0000000000,138.0000000000,2.4000000000
5/30/2026 6:00:00 AM,5.2000000000,1025.0000000000,0.1830000000,10.7000000000,0.7220000000,5.8000000000,0.8390000000,51.0000000000,76.0000000000,142.0000000000,2.1000000000
5/30/2026 7:00:00 AM,3.5000000000,1026.0000000000,0.1240000000,6.4000000000,0.1920000000,4.5000000000,0.2890000000,55.0000000000,94.0000000000,139.0000000000,2.7000000000
5/30/2026 8:00:00 AM,3.0000000000,1026.0000000000,0.1070000000,5.6000000000,0.1320000000,3.6000000000,0.2050000000,57.0000000000,100.0000000000,128.0000000000,2.3000000000
5/30/2026 9:00:00 AM,3.6000000000,1026.0000000000,0.1270000000,10.8000000000,0.2100000000,3.5000000000,0.4980000000,58.0000000000,93.0000000000,14.0000000000,2.8000000000
5/30/2026 10:00:00 AM,3.2000000000,1026.0000000000,0.1140000000,10.2000000000,0.2360000000,5.4000000000,0.3100000000,60.0000000000,98.0000000000,334.0000000000,3.8000000000
5/30/2026 11:00:00 AM,3.1000000000,1026.0000000000,0.1080000000,7.2000000000,0.2160000000,3.8000000000,0.2570000000,60.0000000000,100.0000000000,9.0000000000,3.8000000000
5/30/2026 12:00:00 PM,3.2000000000,1026.0000000000,0.1140000000,7.3000000000,0.1850000000,3.1000000000,0.2260000000,61.0000000000,98.0000000000,27.0000000000,3.5000000000
5/30/2026 1:00:00 PM,3.4000000000,1026.0000000000,0.1210000000,6.3000000000,0.1560000000,2.2000000000,0.1980000000,63.0000000000,95.0000000000,61.0000000000,4.5000000000
5/30/2026 2:00:00 PM,3.3000000000,1026.0000000000,0.1170000000,8.8000000000,0.1360000000,3.1000000000,0.1710000000,64.0000000000,96.0000000000,61.0000000000,4.2000000000
5/30/2026 3:00:00 PM,3.3000000000,1026.0000000000,0.1180000000,8.8000000000,0.1800000000,6.6000000000,0.2210000000,66.0000000000,96.0000000000,351.0000000000,4.3000000000
5/30/2026 4:00:00 PM,3.2000000000,1026.0000000000,0.1120000000,7.1000000000,0.1840000000,4.5000000000,0.2150000000,65.0000000000,98.0000000000,319.0000000000,5.2000000000
5/30/2026 5:00:00 PM,2.8000000000,1026.0000000000,0.1000000000,6.7000000000,0.1760000000,2.9000000000,0.2150000000,65.0000000000,103.0000000000,313.0000000000,4.8000000000
5/30/2026 6:00:00 PM,2.5000000000,1026.0000000000,0.0870000000,6.0000000000,0.1730000000,3.8000000000,0.2190000000,64.0000000000,110.0000000000,321.0000000000,4.7000000000
5/30/2026 7:00:00 PM,2.7000000000,1026.0000000000,0.0960000000,6.6000000000,0.2890000000,3.6000000000,0.3450000000,61.0000000000,105.0000000000,319.0000000000,4.1000000000
5/30/2026 8:00:00 PM,2.7000000000,1026.0000000000,0.0960000000,9.5000000000,0.3570000000,0.9000000000,0.4370000000,59.0000000000,105.0000000000,340.0000000000,4.3000000000
5/30/2026 9:00:00 PM,3.1000000000,1027.0000000000,0.1090000000,12.3000000000,0.3000000000,1.0000000000,0.4080000000,57.0000000000,100.0000000000,17.0000000000,5.6000000000
5/30/2026 10:00:00 PM,3.4000000000,1027.0000000000,0.1200000000,12.2000000000,0.2040000000,6.4000000000,0.2850000000,55.0000000000,95.0000000000,40.0000000000,6.0000000000
5/30/2026 11:00:00 PM,3.6000000000,1028.0000000000,0.1290000000,10.8000000000,0.2200000000,5.1000000000,0.2940000000,53.0000000000,92.0000000000,37.0000000000,5.3000000000
5/31/2026 12:00:00 AM,3.6000000000,1028.0000000000,0.1260000000,9.8000000000,0.1560000000,5.7000000000,0.2520000000,52.0000000000,93.0000000000,35.0000000000,5.2000000000
5/31/2026 1:00:00 AM,3.4000000000,1028.0000000000,0.1210000000,9.8000000000,0.1650000000,5.8000000000,0.2700000000,52.0000000000,95.0000000000,47.0000000000,3.0000000000
5/31/2026 2:00:00 AM,3.1000000000,1028.0000000000,0.1090000000,8.6000000000,0.1430000000,4.3000000000,0.2010000000,51.0000000000,99.0000000000,41.0000000000,2.9000000000
5/31/2026 3:00:00 AM,2.8000000000,1028.0000000000,0.1000000000,7.9000000000,0.1020000000,4.7000000000,0.1420000000,51.0000000000,103.0000000000,36.0000000000,2.5000000000
5/31/2026 4:00:00 AM,3.0000000000,1028.0000000000,0.1050000000,9.4000000000,0.1520000000,3.3000000000,0.2030000000,50.0000000000,101.0000000000,13.0000000000,1.6000000000
5/31/2026 5:00:00 AM,2.8000000000,1028.0000000000,0.0990000000,7.9000000000,0.1550000000,5.8000000000,0.1890000000,52.0000000000,104.0000000000,19.0000000000,2.2000000000
5/31/2026 6:00:00 AM,2.6000000000,1028.0000000000,0.0900000000,8.3000000000,0.0870000000,8.1000000000,0.1140000000,54.0000000000,108.0000000000,34.0000000000,5.0000000000
5/31/2026 7:00:00 AM,2.4000000000,1028.0000000000,0.0860000000,6.9000000000,0.0970000000,6.6000000000,0.1220000000,56.0000000000,110.0000000000,41.0000000000,3.6000000000
5/31/2026 8:00:00 AM,3.0000000000,1028.0000000000,0.1050000000,10.1000000000,0.1500000000,3.1000000000,0.1840000000,58.0000000000,101.0000000000,48.0000000000,3.0000000000
5/31/2026 9:00:00 AM,3.2000000000,1028.0000000000,0.1110000000,7.8000000000,0.2280000000,2.8000000000,0.2690000000,60.0000000000,99.0000000000,303.0000000000,3.1000000000
