Stations: Seattle Duwamish Vly,
QMUs: Light Scatter eco_9003_2 | Pm2.5 MetOne Bam | Pm2.5 Nephelometer,
Aggregates: 1-Hour Average,
Query Start Date: 4/28/2026 ,
Query End Date: 5/13/2026,
File Creation Date: 5/13/2026,
NOTE: PSCAA developed aggregates in 2017 using standards applicable at that time,,

Observation Time,Seattle Duwamish Vly - LightScatEc2 - bscat10 e-4 - 1Hr Avg,Seattle Duwamish Vly - Pm25MetOneBam - ug/m3 - 1Hr Avg,Seattle Duwamish Vly - Pm25Neph - ug/m3 - 1Hr Avg
4/28/2026 12:00:00 AM,0.1160000000,4.4000000000,3.3000000000
4/28/2026 1:00:00 AM,0.1080000000,3.1000000000,3.1000000000
4/28/2026 2:00:00 AM,0.1260000000,4.3000000000,3.6000000000
4/28/2026 3:00:00 AM,0.1080000000,4.7000000000,3.1000000000
4/28/2026 4:00:00 AM,0.0940000000,5.1000000000,2.7000000000
4/28/2026 5:00:00 AM,0.1160000000,4.9000000000,3.3000000000
4/28/2026 6:00:00 AM,0.1720000000,4.0000000000,4.9000000000
4/28/2026 7:00:00 AM,0.1420000000,3.6000000000,4.0000000000
4/28/2026 8:00:00 AM,0.1430000000,9.6000000000,4.1000000000
4/28/2026 9:00:00 AM,0.1540000000,6.0000000000,4.3000000000
4/28/2026 10:00:00 AM,0.1870000000,5.3000000000,5.3000000000
4/28/2026 11:00:00 AM,0.2090000000,7.8000000000,5.9000000000
4/28/2026 12:00:00 PM,0.2010000000,6.8000000000,5.7000000000
4/28/2026 1:00:00 PM,0.1960000000,5.9000000000,5.6000000000
4/28/2026 2:00:00 PM,0.1790000000,5.0000000000,5.1000000000
4/28/2026 3:00:00 PM,0.1770000000,3.5000000000,5.0000000000
4/28/2026 4:00:00 PM,0.1730000000,7.5000000000,4.9000000000
4/28/2026 5:00:00 PM,0.1630000000,7.4000000000,4.6000000000
4/28/2026 6:00:00 PM,0.1590000000,6.0000000000,4.5000000000
4/28/2026 7:00:00 PM,0.1630000000,5.0000000000,4.6000000000
4/28/2026 8:00:00 PM,0.1580000000,5.2000000000,4.5000000000
4/28/2026 9:00:00 PM,0.1530000000,5.7000000000,4.3000000000
4/28/2026 10:00:00 PM,0.1600000000,7.9000000000,4.5000000000
4/28/2026 11:00:00 PM,0.1720000000,6.2000000000,4.9000000000
4/29/2026 12:00:00 AM,0.1930000000,7.9000000000,5.4000000000
4/29/2026 1:00:00 AM,0.1870000000,5.0000000000,5.3000000000
4/29/2026 2:00:00 AM,0.2000000000,4.9000000000,5.7000000000
4/29/2026 3:00:00 AM,0.2270000000,10.4000000000,6.4000000000
4/29/2026 4:00:00 AM,0.2400000000,11.1000000000,6.8000000000
4/29/2026 5:00:00 AM,0.2580000000,9.2000000000,7.3000000000
4/29/2026 6:00:00 AM,0.2320000000,7.8000000000,6.6000000000
4/29/2026 7:00:00 AM,0.2600000000,7.2000000000,7.3000000000
4/29/2026 8:00:00 AM,0.2080000000,7.6000000000,5.9000000000
4/29/2026 9:00:00 AM,0.1850000000,8.5000000000,5.2000000000
4/29/2026 10:00:00 AM,0.1990000000,6.5000000000,5.6000000000
4/29/2026 11:00:00 AM,0.2050000000,7.3000000000,5.8000000000
4/29/2026 12:00:00 PM,0.2110000000,9.6000000000,6.0000000000
4/29/2026 1:00:00 PM,0.2010000000,5.9000000000,5.7000000000
4/29/2026 2:00:00 PM,0.1830000000,3.7000000000,5.2000000000
4/29/2026 3:00:00 PM,0.2300000000,8.2000000000,6.5000000000
4/29/2026 4:00:00 PM,0.1980000000,7.9000000000,5.6000000000
4/29/2026 5:00:00 PM,0.1710000000,5.4000000000,4.8000000000
4/29/2026 6:00:00 PM,0.1890000000,8.3000000000,5.4000000000
4/29/2026 7:00:00 PM,0.2030000000,6.9000000000,5.7000000000
4/29/2026 8:00:00 PM,0.2480000000,6.0000000000,7.0000000000
4/29/2026 9:00:00 PM,0.2470000000,8.4000000000,7.0000000000
4/29/2026 10:00:00 PM,0.2220000000,6.8000000000,6.3000000000
4/29/2026 11:00:00 PM,0.2460000000,6.9000000000,7.0000000000
4/30/2026 12:00:00 AM,0.2430000000,8.0000000000,6.9000000000
4/30/2026 1:00:00 AM,0.2820000000,6.6000000000,8.0000000000
4/30/2026 2:00:00 AM,0.2530000000,7.1000000000,7.1000000000
4/30/2026 3:00:00 AM,0.2140000000,6.4000000000,6.0000000000
4/30/2026 4:00:00 AM,0.2090000000,5.9000000000,5.9000000000
4/30/2026 5:00:00 AM,0.2290000000,8.7000000000,6.5000000000
4/30/2026 6:00:00 AM,0.2760000000,6.1000000000,7.8000000000
4/30/2026 7:00:00 AM,0.3320000000,7.5000000000,9.3000000000
4/30/2026 8:00:00 AM,0.3060000000,8.7000000000,8.6000000000
4/30/2026 9:00:00 AM,0.2500000000,8.6000000000,7.1000000000
4/30/2026 10:00:00 AM,0.2790000000,7.7000000000,7.9000000000
